행,국문 회사명,기존 스테이지,최신 스테이지,반영 여부,신뢰도,근거,출처 URL,비고
1232,메이즈,Seed,Pre-A,반영,high,"페이스메이커스가 프리시리즈A 투자 집행, 2026.4 일본 진출 3자 MOU 기사에서 확인 (와우테일)",https://wowtale.net/2026/04/06/256653/,"THE VC·그룹바이도 Pre-A 단계로 표기, 와우파트너스 시드 브릿지 이후 프리A 진행"
1233,어웨이크코퍼레이션,Seed,Seed,변경 없음,medium,"2022.4 팁스 포함 11억원 시드 투자 유치(서울대기술지주 등), 이후 라운드 미확인 (와우테일)",https://wowtale.net/2022/04/12/37713/,"누적 15억, 최근 '초원AI'로 피봇 성장 중이나 신규 라운드 기사 없음"
1236,로플랫,Series B,Series B,변경 없음,medium,"2020 LG CNS 참여 시리즈B로 누적 90억, 이후 시리즈C 기사 없음 (플래텀/THE VC)",https://platum.kr/archives/149503,THE VC 기준 최근 라운드 Series B(약 2020)
1238,헤드리스,Pre-A,Pre-A,변경 없음,low,확인 불가,https://platum.kr/archives/185800,"2022 현대기술투자·디캠프 7억 시드만 확인, 프리A 라운드 기사 미확인. 2025 '오모플레이' 출시로 영업 지속 중"
1248,유니컨,Series A,Series A,변경 없음,high,2024.6 두산인베스트먼트 주도 100억원 시리즈A 투자 유치 (플래텀),https://platum.kr/archives/229666,무선통신 시스템 반도체(초고속 커넥티비티) 팹리스
1249,세이프틱스,Series A,Series A,변경 없음,high,2024.8 제이비인베스트먼트·어니스트벤처스 20억원 시리즈A 유치 (ZDNet Korea),https://zdnet.co.kr/view/?no=20240806134012,협동로봇 안전성 검증 SW
1256,코스모비 주식회사,Seed,Seed,변경 없음,high,"THE VC 기준 투자 라운드 2건, 최근 단계 Seed(약 2025년 초); 2025.9 디캠프 배치 4기 선정",https://thevc.kr/cosmobee,"카이스트 창업 위성용 홀추력기 기업, 누리호 4차 발사 참여"
1257,디에스,Seed,Pre-A,반영,high,2025.11 신용보증기금·서울경제진흥원·에버그린투자파트너스로부터 프리시리즈A 투자 유치 (와우테일/플래텀),https://wowtale.net/2025/11/14/250316/,AI 반도체 검사 솔루션 '딥시어스(DeepSeers)'
1258,우주로테크,Seed,Seed,변경 없음,high,"THE VC 기준 투자 2건, 최근 단계 Seed(2023.9 에트리홀딩스, 11월 하나벤처스)",https://thevc.kr/uzurotech/fundings,
1259,디하이브,Seed,Seed,변경 없음,medium,"THE VC 기준 투자 유치 2건, 최근 단계 Seed (자율주행 로봇 '로바' 개발사)",https://thevc.kr/dhive/fundings,"후속 라운드 보도 없음, 정부 과제 위주"
1268,(주)아이디어오션,Pre-A,Pre-A,변경 없음,high,"프리시리즈A 15억원 유치 (와우테일 2024.9, 메커니즘 자율설계 AI '메테우스')",https://wowtale.net/2024/09/13/229568/,2023.11 퓨처플레이 시드 이후 프리A까지 진행
1269,로닉,Pre-A,Pre-A,변경 없음,low,확인 불가 — 2024 호반그룹 투자(호반혁신기술공모전) 확인되나 라운드 단계 명시 보도 없음,https://thevc.kr/ronik,"조리로봇 '큐브' 개발사, THE VC 투자자 3개사"
1274,이노스페이스,IPO,IPO('24),반영,high,"2024.7.2 코스닥 기술특례상장 (A462350, 공모액 약 484~606억, 미래에셋증권 주관)",https://comp.fnguide.com/SVO2/ASP/SVD_Main.asp?gicode=A462350,연도 표기만 보정 (IPO → IPO('24))
1276,메타맵,알 수 없음,알 수 없음,변경 없음,low,확인 불가,,"동명 기업 다수(공간정보/핸드드라이어 등), 투자 이력 보도 없음. 개인사업자(사업자번호 508-15)"
1279,(주)픽스나우,Seed,Seed,변경 없음,medium,"2016 프라이머 시드 및 사제파트너스·스트롱벤처스 후속 시드 투자 (플래텀), 이후 라운드 없음",https://platum.kr/archives/60054,Crunchbase 기준 폐업(permanently closed) 상태로 표시됨
1281,링크플릭스,Seed,Seed,변경 없음,medium,"2022 부산창조경제혁신센터 직접투자 및 TIPS 선정, THE VC 투자자 4개사 (서울경제)",https://thevc.kr/linkflix/fundings,"생분해 접착제 'AD-CONI' 개발사, 시리즈 라운드 보도 없음"
1291,이플로우,Seed,Pre-A,반영,high,2026.5 프리시리즈A 65억원 라운드 클로징 (더벨),https://www.thebell.co.kr/front/newsview.asp?code=0201&key=202605061350472880101614,AFPM 모터 기술기업
1296,코뱃,M&A('23),M&A('23),변경 없음,high,2023.5 코스닥 상장사 소니드가 코뱃 인수 (뉴시스/아시아경제),https://www.newsis.com/view/NISX20230515_0002303650,
1303,모두싸인,Series C,Series C,변경 없음,high,"2024.4 시리즈C 177억 유치 (SBVA 주도, 와우테일); 이후 시리즈D/프리IPO 보도 없음",https://wowtale.net/2024/04/29/75886/,
1312,주식회사 임팩티브에이아이,Series A,Series A,변경 없음,high,"2025.8 시리즈A 82억원 유치, 누적 108억 (머니투데이/와우테일)",https://wowtale.net/2025/08/12/245283/,AI 수요예측 '딥플로우'
1313,비즈니스캔버스,Series A,Series A,변경 없음,high,"2023.1 시리즈A2 50억 유치 (머니투데이), THE VC 최근 단계 Series A, 시리즈B 보도 없음",https://thevc.kr/businesscanvas,타입드/리캐치 운영사
1314,자버,Series A,Pre-A,미반영(근거 부족),medium,"2021.4 스트롱벤처스·하나은행·디캠프 프리시리즈A 투자 유치 (와우테일/플래텀), 이후 시리즈A 유치 보도 확인 불가",https://wowtale.net/2021/04/15/jober-raised-pre-series-a-funding/,기록된 Series A를 뒷받침하는 기사 없음. 확인 가능한 최신 라운드는 2021년 프리A
1324,주식회사 앵커노드,Seed,Seed,변경 없음,high,"퓨처플레이 시드 투자에 이어 2025.3 네이버 D2SF 신규 투자 유치, 라운드 단계 미공개 (플래텀/와우테일)",https://platum.kr/archives/254641,"2025.3 네이버 D2SF 투자는 단계 미공개, 시리즈A 도달 근거 없음"
1325,네트로피 주식회사,Seed,Pre-seed,반영,high,2024.11 스프링캠프 프리시드 투자 유치 및 팁스 선정 (와우테일),https://wowtale.net/2024/11/29/233938/,"2024.8 설립, 확인된 유일한 라운드는 프리시드. 이후 시드 라운드 보도 없음"
1326,애디터,Seed,Seed,변경 없음,medium,"시드(메가인베스트먼트·윤민창의투자재단) 및 실리콘밸리 6억원 엔젤 투자, 테크스타즈 투자 (플래텀/KB이노베이션허브)",https://platum.kr/archives/151198,2024년 이후 신규 라운드 보도 없음
1327,꾸러기수비대,Seed,Seed,변경 없음,medium,"10억원 규모 시드 투자 유치(BNK부산은행·AC패스파인더·KDB캐피탈 등), CES 2025 참가 (넘버스/THE VC)",https://thevc.kr/k-rangers/fundings,
1328,스냅볼트,Seed,Seed,변경 없음,high,"THE VC 최근 단계 Seed(연세대·알토란벤처스 투자), 2025.12 가톨릭관동대 초기창업패키지 선정 (한경)",https://thevc.kr/snapvault/fundings,
1329,루모스,Seed,Seed,변경 없음,high,"THE VC 기준 투자 2건, 최근 라운드 Seed (THE VC)",https://thevc.kr/llumos/fundings,
1330,라이즈이엔엠,Seed,Seed,변경 없음,high,"트랜스링크인베스트먼트 3억원 시드 투자, THE VC 최근 단계 Seed (THE VC)",https://thevc.kr/riseenm/fundings,
1331,플리퍼코퍼레이션,Seed,Seed,변경 없음,high,"서울대기술지주·스마일게이트인베스트먼트 투자, THE VC 기준 투자 2건 모두 Seed (THE VC/신아일보)",https://thevc.kr/flippercorporation,
1332,익스토리,Seed,Seed,변경 없음,medium,"2023.9 프라이머 시드 투자 유치, 이후 한국투자액셀러레이터 투자 및 팁스 선정 (LinkedIn/THE VC)",https://thevc.kr/extory,시드 이후 상위 라운드 보도 없음
1333,텍스트웨이,Seed,Seed,변경 없음,high,"2025.9 MYSC 시드 익스텐션 투자 유치, 2025.11 딥테크 팁스 선정 (와우테일)",https://wowtale.net/2025/11/06/249861/,
1334,허슬러즈,Seed,Seed,변경 없음,high,2024.9 컴퍼니엑스 시드 투자 유치 및 팁스 선정 (벤처스퀘어),https://www.venturesquare.net/956835,"2026.4 산리오 협업 등 사업 활발, 시드 이후 상위 라운드 보도 없음"
1335,쿠쿠닥스,Seed,Seed,변경 없음,medium,"2014 본엔젤스 시드·2016 지란지교소프트 투자 후 신규 라운드 확인 불가, 시리즈A는 추진 단계 보도만 존재 (THE VC/혁신의숲)",https://thevc.kr/kukudocs,"투자 이력이 오래됨(2014~2016), 시리즈A 완료 근거 없음"
1346,주식회사 위드포인츠,Pre-A,Pre-A,변경 없음,high,"2025년 크릿벤처스 주도 40억원 규모 프리시리즈A 투자 유치(퓨처플레이·위벤처스·디캠프 참여, 누적 52억) (이넷뉴스/벤처스퀘어)",https://www.enetnews.co.kr/news/articleView.html?idxno=45206,
1347,주식회사 클라이원트,Pre-A,Pre-A,변경 없음,high,"2024.8 본엔젤스·블루코너 주도 20억원 프리시리즈A 유치, THE VC 최근 단계 Pre-A (더프론티어/THE VC)",https://thevc.kr/cliwant,2025년 시리즈A 유치 목표 보도 있으나 완료 확인 불가
1348,세샤트,Pre-A,Pre-A,변경 없음,medium,"2023.9 스트롱벤처스 브릿지 투자 유치, THE VC 기준 최신 라운드 Pre-A이며 이후 시리즈A 완료 보도 없음 (와우테일)",https://wowtale.net/2023/09/20/63672/,2024년 시리즈A 추진 계획 언급 있었으나 완료 확인 안 됨
1349,피큐레잇,Pre-A,Pre-A,변경 없음,medium,"2022.4 프리A 5억 유치 후 추가 라운드 없음, THE VC 최신 단계 Pre-A",https://thevc.kr/pikurate,추가 투자 유치 실패로 인력 80% 감축 보도 있음
1350,펑션투웰브,Pre-A,Pre-A,변경 없음,high,2023.5 모비딕벤처스 주도 12억 규모 프리A 투자 유치 (머니투데이/유니콘팩토리),https://news.mt.co.kr/mtview.php?no=2023051509041110363,
1351,씨지인사이드,Pre-A,Pre-A,변경 없음,medium,"2023년말 타임웍스·비하이 등으로부터 프리A 13억 완료, 시리즈A 40~50억 유치는 진행 중 (딜사이트)",https://dealsite.co.kr/articles/124006,시리즈A 라운드 진행 중이나 완료 확인 안 됨
1352,레드윗,Pre-A,Pre-A,변경 없음,medium,2021 KB인베스트먼트·디캠프 등 8억 프리A 유치 이후 시리즈A 완료 보도 없음 (플래텀/THE VC),https://platum.kr/archives/143463,2025년 대전 D-유니콘 프로젝트 선정 등 활동 중
1363,(주)무토월드,,알 수 없음,미반영(근거 부족),low,확인 불가,https://tracxn.com/d/companies/mutoworld/__Nt15EOrtv14HMu5k_9GS3oM4QGWJ53ckzudu8DTmj88,"AI 뇌동맥류 진단 메드테크(2021 설립), Tracxn 기준 'not active anymore'로 비활성 추정, 투자 이력 미확인"
1366,(주)파트너,Seed,Seed,변경 없음,medium,"케이스타트업 시드 이후 본엔젤스·디캠프 투자(2016, 금액 비공개) 외 후속 라운드 확인 안 됨 (플래텀)",https://platum.kr/archives/76696,
1374,포휠즈,Series A,Series A,변경 없음,medium,"2018.7 카카오벤처스 10억 투자가 최근 라운드, THE VC 최신 단계 Series A",https://thevc.kr/fourwheels,
1376,두닷두,Seed,Seed,변경 없음,medium,"투자 2건, 누적 약 7.3억, 최근 단계 Seed (THE VC)",https://thevc.kr/dodotdo,
1378,팀워크,Seed,Seed,변경 없음,low,확인 불가,https://thevc.kr/timwork,"2021 설립 건설 협업 플랫폼, 라운드 관련 공개 보도 없음, GS건설 등과 협업 활동 중"
1379,채널코퍼레이션,Series C,Series D,반영,high,"2025.1 본엔젤스 주도·알토스·라구나 참여 110억 유치, 누적 약 510억, THE VC 최신 단계 Series D (AI타임스)",https://thevc.kr/channelcorporation,
1386,슬릭코퍼레이션,Series A,Series A,변경 없음,medium,2020.5 프리시리즈A 35억 이후 2022.3 35억 유치가 최근이며 이후 라운드 없음 (THE VC/플래텀),https://thevc.kr/sleek,
1387,김캐디,Series A,Series A,변경 없음,high,"2022.4 78억 시리즈A(아주IB투자 등)가 최신 라운드, 2026년 현재도 시리즈A 단계 (더벨 2026.4)",https://m.thebell.co.kr/m/newsview.asp?newskey=202604221402325760108456,2026년 대규모 감원 및 AI 무인화 솔루션으로 체질 개선 중
1389,위스피온,Seed,Seed,변경 없음,medium,"프라이머 시드 1억 유치, THE VC 최신 단계 Seed, 팁스 선정",https://thevc.kr/wespion,
1390,플랜핏,Seed,Seed,변경 없음,medium,"스프링캠프 시드 및 후속 투자 유치, 2024년부터 외부 투자 없이 흑자 운영 (벤처스퀘어)",https://www.venturesquare.net/846053,
1393,투이스코,,알 수 없음,미반영(근거 부족),low,확인 불가 (복싱용품 브랜드로 자사몰 운영 중이나 투자 유치 기사 없음),https://www.tuisco.co.kr/,커머스 브랜드로 VC 투자 이력 미확인
1395,스매시,Seed,Seed,변경 없음,medium,"킹슬리벤처스 시드 투자 유치, 2023 팁스 선정, 현재 프리A 라운드 유치 중 (로켓펀치/더비비드)",https://www.rocketpunch.com/en/companies/smaxhcorp,"테니스 매칭 플랫폼, 프리A는 아직 클로징 미확인"
1400,어썸레이,Series B,Series B,변경 없음,high,"2022.11~2023 시리즈B 170억 유치, 누적 270억 (와우테일/플래텀), 이후 시리즈C 기사 없음",https://wowtale.net/2022/11/23/48970/,
1408,주식회사 엔츠,Series A,Series A,변경 없음,high,"2025.11 시리즈A 35억 마무리, 누적 62억 (더벨)",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202511280622038880106440,탄소회계 SaaS 엔스코프 운영
1409,후즈굿,Series A,Series A,변경 없음,high,"THE VC 기준 투자 6건, 최근 단계 Series A (지속가능발전소/후즈굿)",https://thevc.kr/isd,
1410,나인와트,Series A,Series A,변경 없음,high,"THE VC 최근 단계 Series A, 누적 약 50억·LS일렉트릭 전략투자 포함 (전자신문 2025.12)",https://thevc.kr/ninewatt,
1411,제이엠웨이브,Series A,Series A,변경 없음,high,"시리즈A 30억 유치, 누적 50억 (전기신문/위클리오늘)",https://www.electimes.com/news/articleView.html?idxno=332945,
1416,아크론에코,Seed,Seed,변경 없음,low,"확인 불가 (디캠프 투자 이력 외 신규 라운드 기사 없음; OI마켓의 'M&A·6,107억' 표기는 집계 오류로 판단)",https://www.nextround.kr/startup/detail/2634,폐플라스틱 열분해·폐어망 세척기 개발사
1417,비욘드캡처,Seed,Seed,변경 없음,high,"소풍벤처스·블루포인트·슈미트 시드 투자, 2024.12 딥테크 팁스 선정 (머니투데이)",https://www.mt.co.kr/future/2024/12/10/2024121009463988980,"전기화학 기반 탄소포집(DAC) 스타트업, 2024년 설립"
1424,어글리랩,Pre-A,Pre-A,변경 없음,high,2024.8 프리시리즈A 25억 유치 - 스트롱벤처스·어센도벤처스·MYSC (더벨),https://www.thebell.co.kr/free/content/ArticleView.asp?key=202408130814561200105442,생활폐기물 문전수거 '오늘수거' 운영
1425,이노마드,Pre-A,Pre-A,변경 없음,low,"확인 불가 (초기 VC 투자·와디즈 펀딩 이력만 확인, 2024 이후 신규 라운드 기사 없음)",https://www.newstree.kr/newsView/ntr202405300014,"휴대용 수력발전기 제조, 2014년 설립"
1426,브이젠,Pre-A,Pre-A,변경 없음,low,"퓨처플레이·신한캐피탈 투자(2021), 2022.4 중진공 성장공유형 투자 유치 - 라운드 명칭 미공개",https://platum.kr/archives/158297,가상발전소(K-VPP) 솔루션 기업
1427,커널로그,Pre-A,Series A,반영,high,"2025.12 스마일게이트인베스트먼트·디쓰리쥬빌리 시리즈A 20억 유치, 누적 40억 (한국금융신문)",https://www.fntimes.com/html/view.php?ud=202512091448456641957e88cdd5_18,AIoT 태양광 O&M 솔루션
1428,카본사우루스,Pre-A,Pre-A,변경 없음,high,2024.6 그랜드벤처스·프라이머사제파트너스 프리A 투자 유치 (플래텀),https://platum.kr/archives/230159,프리A2 라운드 진행 예정 언급(2024)
1440,코코베리,알 수 없음,알 수 없음,변경 없음,low,"확인 불가 (2021년 시리즈A 유치 '목표' 인터뷰만 확인, 클로징 기사 없음)",https://www.startuptoday.kr/news/articleView.html?idxno=43120,농산부산물 업사이클 화장품 '리원'
1442,마이셀,Pre-A,Pre-A,변경 없음,high,"2022.8 Pre-A 130억 유치(산업은행·위벤처스 등), 2024년 브릿지 3건(20억·50억·20억)으로 라운드 명칭은 Pre-A 유지 (THE VC)",https://thevc.kr/mycel,"현대차 사내벤처 분사, 누적 150억+"
1458,와그,Series C,Series C,변경 없음,high,"2019.4 시리즈C 115억 유치(플래텀), 2021.11 프리시리즈C 브릿지 120억, 2026.3 하나투어 전략적 투자(지분 최대 15%, 2대주주)로 라운드 명칭 미공개",https://zdnet.co.kr/view/?no=20260309084242,2026.3 하나투어 SI 유치 — 신규 라운드명 미확인이라 Series C 유지
1466,유니드컴퍼니,Seed,Seed,변경 없음,medium,"THE VC 기준 투자 라운드 1건(Seed, 약 2023년), 이후 후속 라운드 확인 안 됨",https://thevc.kr/unidcompany,숙박 통합관리 솔루션 '김실장' 운영
1471,스테이빌리티,Pre-A,Pre-A,변경 없음,medium,"2022 프리A 투자 유치(수이제네리스 리드, 인포뱅크·제노인베스트먼트아시아 참여, 플래텀), 이후 라운드 확인 안 됨",https://platum.kr/archives/190164,
1472,넥스트에디션,Pre-A,Pre-A,변경 없음,medium,2022.1 프리A 유치(베이스인베스트먼트·패스트벤처스·스프링캠프) 후 2023 한국투자파트너스 브릿지 투자(플래텀) — 시리즈A 확인 안 됨,https://platum.kr/archives/209987,캠핑 플랫폼 '캠핏' 운영
1478,스테이스윗,,알 수 없음,미반영(근거 부족),low,확인 불가,,"펜션 예약 플랫폼, 투자 유치 이력 검색으로 확인 안 됨(한인텔 관련 서비스로 추정)"
1492,브라이튼코퍼레이션,Seed,Seed,변경 없음,medium,"엔슬파트너스·스파크랩 초기(시드) 투자 및 팁스 선정, 누적 약 8.3억 (와우테일/플래텀) — 이후 라운드 확인 안 됨",https://wowtale.net/2022/04/08/37552/,영상 협업툴 '윕샷' 운영
1493,폼즈,Seed,Seed,변경 없음,medium,"디캠프(은행권청년창업재단) 시드 브릿지 2억 포함 총 4건 유치, Pre-A 이상 라운드 확인 안 됨 (THE VC)",https://thevc.kr/forms,AI 버추얼 휴먼 솔루션
1496,이미지블,Pre-A,Pre-A,변경 없음,medium,"2021.8 씨엔티테크·CKD 투자 유치 후 Pre-A 단계, 최근 투자 약 4.5년 전 (THE VC/그룹바이)",https://thevc.kr/impossible,
1497,구루미,Pre-A,Pre-A,변경 없음,medium,"2020.8 프리시리즈A 20억 유치(이노폴리스파트너스 등, 플래텀), 2023년 시리즈B 추진 언급 있으나 성사 확인 안 됨",https://platum.kr/archives/146506,화상회의 '구루미 비즈'·'캠스터디' 운영
1498,플라스크,Pre-A,Pre-A,변경 없음,medium,"프리시리즈A 30억 유치(스마일게이트인베스트먼트 리드, 네이버 D2SF·KT인베스트먼트 등, 플래텀), 이후 시리즈A 확인 안 됨",https://platum.kr/archives/173456,
1499,비브리지,Pre-A,Pre-A,변경 없음,medium,"2022 프리시리즈A 25억 유치(마그나인베스트먼트·블루포인트·디티앤인베스트먼트, 플래텀), 이후 라운드 확인 안 됨",https://platum.kr/archives/189732,동영상 필기 툴 '슬리드' 운영
1500,플루언티,Pre-A,Pre-A,변경 없음,high,"2024.1 프리시리즈A 1차 투자 유치(스파크랩·한국투자액셀러레이터, 누적 약 10억, 와우테일)",https://wowtale.net/2024/01/22/69933/,아바타 모션 생성 AI '스피치모션'
1501,플룸디,Pre-A,Pre-A,변경 없음,low,"공개 확인되는 라운드는 2022 퓨처플레이 시드 단독투자뿐(벤처스퀘어) — Pre-A 라운드 기사 확인 불가, 기존 기재 유지",https://www.venturesquare.net/861758,공개 소스상 최종 확인 라운드는 Seed
1504,에벤에셀케이,알 수 없음,Seed,"반영(공란 채움, medium)",medium,"2016.10 본엔젤스벤처파트너스 시드 투자 유치 (THE VC), 이후 후속 라운드 확인 안 됨",https://thevc.kr/abenecel,이미지/파일 압축 솔루션 '클라우드프레소'·'파일프레소' 운영
1505,지디에프랩,알 수 없음,알 수 없음,변경 없음,low,"확인 불가 — Tracxn/Crunchbase에 1건 투자 기록만 있고 단계 미공개, 국내 언론 라운드 보도 없음",https://tracxn.com/d/companies/gdflab/__ZXz-GsuA50Pp_8rVT8LCrxOG84v9LzMFQIMqPhpBqiQ,"AI 업스케일링(pikaVue) 기업, 2026년 기준 직원 8명으로 운영 중"
1507,블루비커,Pre-A,Pre-A,변경 없음,medium,"THE VC 기준 투자 4건, 최근 단계 Pre-A (소풍벤처스 시드 이후 프리A) — 2024년 이후 신규 라운드 보도 없음",https://thevc.kr/bluebeaker,
1508,인베트,Seed,Seed,변경 없음,medium,"THE VC 기준 투자 1건, 최근 단계 Seed (롯데액셀러레이터 시드) — 이후 신규 라운드 확인 안 됨, 2025.2 리얼패킹 v3.0 출시로 영업 지속",https://thevc.kr/inbet,
1509,하이퍼클라우드,Pre-A,Pre-A,변경 없음,medium,2022.5 SPC 섹타나인·ETRI홀딩스 등 Pre-A 전략 투자 (전자신문) — 이후 시리즈A 등 신규 라운드 보도 없음,https://www.etnews.com/20220519000151,
1510,코발트,Seed,Seed,변경 없음,medium,"2024년 70만 달러 시드 투자 및 REALIZER 출시 후 70만 달러 후속 투자 유치 (회사/Clay 프로필), 2025 GITEX 세미파이널 선정",https://www.clay.com/dossier/cobalt-funding,동명 해외기업(Cobalt.io 등) 다수 존재 — REALIZER 제품명 기준으로 식별
